lead_id,scraped_at,search_query,business_name,category,address,city,state,zip_code,country,phone,website,google_maps_url,place_id,rating,review_count,price_level,emails,additional_phones,business_hours,facebook,twitter,linkedin,instagram,youtube,tiktok,owner_name,owner_title,owner_email,owner_phone,owner_linkedin,team_contacts,additional_contact_methods,pages_scraped,search_enriched,enrichment_status
2f1bc455d14b,2026-01-18T13:54:20.862041,Dental Offices,Canada Way Dental,Dentist,"3787 Canada Wy #112, Burnaby, BC V5G 1G5, Canada",Burnaby,BC,V5G 1G5,CA,+1 604-559-8001,https://www.canadawaydental.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=Canada%20Way%20Dental&query_place_id=ChIJl52mxtt2hlQRE9i5FJJVG5M,ChIJl52mxtt2hlQRE9i5FJJVG5M,4.8,271,,info@canadawaydental.com,,,https://www.facebook.com/CanadaWayDental,,,https://www.instagram.com/canadawaydental/,,,,,,,,,,5,no,success
a607000df863,2026-01-18T13:54:20.862065,Dental Offices,Columbia Dental,Dentist,"300 Columbia St Unit 106, Kamloops, BC V2C 6L1, Canada",Kamloops,BC,V2C 6L1,CA,+1 250-372-1455,https://columbiadental.ca/,https://www.google.com/maps/search/?api=1&query=Columbia%20Dental&query_place_id=ChIJVQw4CVMsflMRrRk5K_cEUs8,ChIJVQw4CVMsflMRrRk5K_cEUs8,4.9,232,,info@columbiadental.ca,,,https://www.facebook.com/ColumbiaDentalClinic,,,https://www.instagram.com/columbiadentalkamloops/,,,,,,,,,,4,no,success
5f6f3e635b02,2026-01-18T13:54:20.862087,Dental Offices,Bliss Dental,Dentist,"8191 Saba Rd Unit 125, Richmond, BC V6Y 4B4, Canada",Richmond,BC,V6Y 4B4,CA,+1 604-370-9288,http://blissdentist.ca/,https://www.google.com/maps/search/?api=1&query=Bliss%20Dental&query_place_id=ChIJ4cnB7vt1hlQRr7wFrmYqDWg,ChIJ4cnB7vt1hlQRr7wFrmYqDWg,4.9,357,,info@blissdentalrichmond.com,,,https://www.facebook.com/Bliss-Dental-101463978342209,,,https://www.instagram.com/blissdentist/?igshid=nwxavyrehup5,,,,,,,,,,3,no,success
460ae46b790e,2026-01-18T13:54:20.862106,Dental Offices,Kelowna Dental Centre,Dentist,"2033 Gordon Dr #100, Kelowna, BC V1Y 3J2, Canada",Kelowna,BC,V1Y 3J2,CA,+1 778-760-2960,https://www.kelowna-dental-centre.ca/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,https://www.google.com/maps/search/?api=1&query=Kelowna%20Dental%20Centre&query_place_id=ChIJiwOteqqMfVMROQzdcXp6n7k,ChIJiwOteqqMfVMROQzdcXp6n7k,4.9,2929,,,,,https://www.facebook.com/KelownaDentalCentre,,https://www.linkedin.com/in/kelowna-dental-centre,https://www.instagram.com/kelownadentalcentre/,https://www.youtube.com/channel/UC26zSjW4BSgWy_JfV_zl0LA/videos,https://www.tiktok.com/@kelownadentalcentre,,,,,,,,5,no,partial
1403745a64c0,2026-01-18T13:54:20.862129,Dental Offices,Los Algodones Dental Solutions,Dentist,"C. Tercera 160, Vicente Guerrero, 21970 Vicente Guerrero, B.C., Mexico",Los Algodones,Baja California,21970,MX,(928) 328-1121,https://dentalsolutionsalgodones.com/?utm_source=google&utm_medium=maps&utm_campaign=seolocal,https://www.google.com/maps/search/?api=1&query=Los%20Algodones%20Dental%20Solutions&query_place_id=ChIJ_5eyi8X51oARvO9s5U1QT_E,ChIJ_5eyi8X51oARvO9s5U1QT_E,4.9,1404,,info@dentalsolutionsalgodones.com,,,https://www.facebook.com/dentalsolutionsalgodones,,,,,,,,,,,,,4,no,success
744066548dbc,2026-01-18T14:01:05.066951,"Dentist in Vancouver, BC, Canada",Broadway Plaza Dental Centre,Dentist,"601 W Broadway Unit 7, Vancouver, BC V5Z 4C2, Canada",Vancouver,BC,V5Z 4C2,CA,+1 604-326-1138,,https://www.google.com/maps/search/?api=1&query=Broadway%20Plaza%20Dental%20Centre&query_place_id=ChIJg9uUPN1zhlQRiuC3H63IOMw,ChIJg9uUPN1zhlQRiuC3H63IOMw,4.9,29,,,,,,,,,,,,,,,,,,0,no,error: No website available
06ebc0d6ce14,2026-01-18T14:01:05.066998,"Dentist in Vancouver, BC, Canada",Bay Dental Centre,Dentist,"475 W Georgia St #510, Vancouver, BC V6B 4M9, Canada",Vancouver,BC,V6B 4M9,CA,+1 604-569-0099,http://www.baydentalcentre.com/,https://www.google.com/maps/search/?api=1&query=Bay%20Dental%20Centre&query_place_id=ChIJEzj78ppzhlQR6VqI2bDRKL0,ChIJEzj78ppzhlQR6VqI2bDRKL0,4.8,122,,contact@baydentalcentre.com,,,,,,,,,,,,,,,,5,no,success
42c2507ae14c,2026-01-18T14:01:05.067025,"Dentist in Vancouver, BC, Canada",My Dentist Vancouver,Dentist,"4588 Fraser St, Vancouver, BC V5V 4G7, Canada",Vancouver,BC,V5V 4G7,CA,+1 236-232-1671,https://mydentistvancouver.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile&utm_id=listing,https://www.google.com/maps/search/?api=1&query=My%20Dentist%20Vancouver&query_place_id=ChIJqR1YSAR1hlQRFMMnGtCkCks,ChIJqR1YSAR1hlQRFMMnGtCkCks,4.9,309,,mydentistvancouver@gmail.com,,,https://www.facebook.com/mydentistvancouver1,,,https://www.instagram.com/mydentistvancouver/,,,,,,,,,,3,no,success
c172e966df5c,2026-01-18T14:01:05.067056,"Dentist in Vancouver, BC, Canada",West Georgia Dental Centre,Dentist,"1501, 1030 W Georgia St Floor 15, Vancouver, BC V6E 2Y3, Canada",Vancouver,BC,V6E 2Y3,CA,+1 604-687-6945,https://wgdc.ca/,https://www.google.com/maps/search/?api=1&query=West%20Georgia%20Dental%20Centre&query_place_id=ChIJud31toFxhlQRW6FN8ZrrpiM,ChIJud31toFxhlQRW6FN8ZrrpiM,4.9,407,,reception@wgdc.ca,,,,,,,,,,,,,,,,2,no,success
0360e6056a96,2026-01-18T14:01:05.067074,"Dentist in Vancouver, BC, Canada",Atlantis Dental Roundhouse,Dentist,"179 Davie St #219, Vancouver, BC V6Z 2Y1, Canada",Vancouver,BC,V6Z 2Y1,CA,+1 604-224-6262,https://atlantisroundhouse.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=Atlantis%20Dental%20Roundhouse&query_place_id=ChIJudbxFtdzhlQRsZB8Yd_9NRE,ChIJudbxFtdzhlQRsZB8Yd_9NRE,5,253,,roundhouse@atlantisdental.ca,,,https://www.facebook.com/AtlantisDentalRoundhouse,,,https://www.instagram.com/atlantisdentalclinics_,,,,,,,,,,3,no,success
ddad3b6dd48f,2026-01-18T14:01:05.067095,"Dentist in Vancouver, BC, Canada",Robson Square Dental,Dentist,"777 Hornby St #850, Vancouver, BC V6Z 1S4, Canada",Vancouver,BC,V6Z 1S4,CA,+1 604-682-0574,https://robsonsquaredental.com/,https://www.google.com/maps/search/?api=1&query=Robson%20Square%20Dental&query_place_id=ChIJ93h8R0dxhlQRsQC-z2qGtDU,ChIJ93h8R0dxhlQRsQC-z2qGtDU,5,173,,robsonsquaredental@shaw.ca,,,https://www.facebook.com/robsonsquaredental/,,https://ca.linkedin.com/in/steven-huang-1447671a1,https://www.instagram.com/robsonsquaredental/,,,,,,,,,,4,no,success
02749b10279a,2026-01-18T14:01:05.067128,"Dentist in Vancouver, BC, Canada",Lux Dental Clinic,Dentist,"1631 Davie St, Vancouver, BC V6G 0C9, Canada",Vancouver,BC,V6G 0C9,CA,+1 604-670-1256,http://lux-dental.ca/,https://www.google.com/maps/search/?api=1&query=Lux%20Dental%20Clinic&query_place_id=ChIJJRNPXStzhlQRJwLmfw6UPrU,ChIJJRNPXStzhlQRJwLmfw6UPrU,4.9,143,,info@lux-dental.ca,,,,,,,,,,,,,,,,1,no,success
c9bf9b305188,2026-01-18T14:01:05.067147,"Dentist in Vancouver, BC, Canada",M2 Dental,Dentist,"323 Jervis St #50, Vancouver, BC V6C 0C6, Canada",Vancouver,BC,V6C 0C6,CA,+1 604-685-9851,https://m2dental.com/,https://www.google.com/maps/search/?api=1&query=M2%20Dental&query_place_id=ChIJ37OaL4RxhlQRfBw7LejNFVQ,ChIJ37OaL4RxhlQRfBw7LejNFVQ,4.9,143,,info@m2dental.com,,,https://www.facebook.com/M2DentalStudio/,,https://ca.linkedin.com/in/mahtab-dehghani-04a59640,https://www.instagram.com/itsdrmaddie/,,,,,,,,,,2,no,success
6db66e056629,2026-01-18T14:01:05.067184,"Dentist in Vancouver, BC, Canada",Inspire Dental Group - Vancouver,Dentist,"875 W Hastings St, Vancouver, BC V6C 1C6, Canada",Vancouver,BC,V6C 1C6,CA,+1 604-670-9700,https://www.inspiredental.ca/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,https://www.google.com/maps/search/?api=1&query=Inspire%20Dental%20Group%20-%20Vancouver&query_place_id=ChIJfzTKPKVxhlQRLKqKF8yhdCQ,ChIJfzTKPKVxhlQRLKqKF8yhdCQ,5,214,,"mainstreet@inspiredental.ca, langley@inspiredental.ca, info@inspiredental.ca, downtown@inspiredental.ca, oakridge@inspiredental.ca",,,https://www.facebook.com/people/Inspire-Dental-Group/100051110545418/,https://twitter.com/inspiredentist,,https://www.instagram.com/inspiredentalgroup/,,,,,,,,,,4,no,success
a135c5facb39,2026-01-18T14:01:05.067210,"Dentist in Vancouver, BC, Canada",The Vital Smile,Dentist,"1090 W Georgia St, Vancouver, BC V6E 3V7, Canada",Vancouver,BC,V6E 3V7,CA,+1 604-685-9373,http://thevitalsmile.ca/,https://www.google.com/maps/search/?api=1&query=The%20Vital%20Smile&query_place_id=ChIJ3Z2uAIFxhlQRoI6Yju7hllI,ChIJ3Z2uAIFxhlQRoI6Yju7hllI,4.9,170,,info@thevitalsmile.ca,,,,,http://www.linkedin.com,,,,,,,,,,,1,no,success
114a2636b671,2026-01-18T14:01:05.067224,"Dentist in Vancouver, BC, Canada",False Creek Dental Centre,Dentist,"676A Leg in Boot Square, Vancouver, BC V5Z 4B4, Canada",Vancouver,BC,V5Z 4B4,CA,+1 604-874-9388,http://www.falsecreekdental.com/,https://www.google.com/maps/search/?api=1&query=False%20Creek%20Dental%20Centre&query_place_id=ChIJWQ8bkNtzhlQR1YlWB9-gcyc,ChIJWQ8bkNtzhlQR1YlWB9-gcyc,5,43,,,,,https://www.facebook.com/p/False-Creek-Dental-Centre-100086235033821/,,,https://www.instagram.com/falsecreekdental/?hl=en,,,,,,,,,,1,no,partial
67e36316b8fa,2026-01-18T14:01:05.067250,"Dentist in Vancouver, BC, Canada",Fifth Avenue Dental Centre,Dentist,"1808 W 5th Ave, Vancouver, BC V6J 1P3, Canada",Vancouver,BC,V6J 1P3,CA,+1 604-734-8880,http://www.fifth-avenue-dental.com/,https://www.google.com/maps/search/?api=1&query=Fifth%20Avenue%20Dental%20Centre&query_place_id=ChIJfZQGL7ZzhlQRWVW-BfpvCNo,ChIJfZQGL7ZzhlQRWVW-BfpvCNo,4.9,590,,info@fifthavenuedentalcentre.com,,,https://www.facebook.com/FifthAvenueDentalCentre/photos/?ref=page_internal,,,https://www.instagram.com/fifthavenuedentalcentre/,,,,,,,,,,3,no,success
d3288b617303,2026-01-18T14:01:05.067309,"Dentist in Vancouver, BC, Canada",Tinseltown Dental,Dentist,"80 Keefer Pl, Vancouver, BC V6B 0C9, Canada",Vancouver,BC,V6B 0C9,CA,+1 604-688-2303,http://tinseltowndental.ca/,https://www.google.com/maps/search/?api=1&query=Tinseltown%20Dental&query_place_id=ChIJDdC5rntxhlQRWjWJ7bw-WJw,ChIJDdC5rntxhlQRWjWJ7bw-WJw,4.9,49,,,,,,,,,,,,,,,,,,3,no,partial
4aaa5b512edd,2026-01-18T14:01:05.067327,"Dentist in Vancouver, BC, Canada","Accord Dental Clinic - Kitsilano, Vancouver",Dentist,"2385 W 4th Ave, Vancouver, BC V6K 1P2, Canada",Vancouver,BC,V6K 1P2,CA,+1 604-731-3800,https://www.accorddental.ca/,https://www.google.com/maps/search/?api=1&query=Accord%20Dental%20Clinic%20-%20Kitsilano%2C%20Vancouver&query_place_id=ChIJBx5XC7NzhlQRllITd-Cm3Vk,ChIJBx5XC7NzhlQRllITd-Cm3Vk,4.9,89,,,,,https://www.facebook.com/AccordDentalKitsilano,,https://www.linkedin.com/company/accord-dental/,https://www.instagram.com/accorddental/,https://www.youtube.com/@accorddentalclinic,,,,,,,,,2,no,partial
ff8196934a91,2026-01-18T14:01:05.067342,"Dentist in Vancouver, BC, Canada",English Bay Dental Group,Dentist,"1670 Davie St, Vancouver, BC V6G 0E1, Canada",Vancouver,BC,V6G 0E1,CA,+1 604-336-5909,https://englishbaydentist.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=English%20Bay%20Dental%20Group&query_place_id=ChIJseynEYFzhlQR8hiJMHp7Zm4,ChIJseynEYFzhlQR8hiJMHp7Zm4,4.9,448,,info@englishbaydentist.com,,,https://www.facebook.com/englishbaydental,,,,,,,,,,,,,4,no,success
759b34bab704,2026-01-18T14:01:05.067364,"Dentist in Vancouver, BC, Canada",Kerrisdale Dental Centre‎,Cosmetic dentist,"2354 W 41st Ave, Vancouver, BC V6M 2A4, Canada",Vancouver,BC,V6M 2A4,CA,+1 604-261-9304,http://kerrisdaledental.com/?utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=Kerrisdale%20Dental%20Centre%E2%80%8E&query_place_id=ChIJiRhmxnpzhlQRFu0bRfrJBgg,ChIJiRhmxnpzhlQRFu0bRfrJBgg,4.9,253,,"info@kerrisdaledental.com, nash@healthcaremarketing.ca",,,,,,,,,,,,,,,,5,no,success
f4b445a8d445,2026-01-18T14:01:05.067379,"Dentist in Vancouver, BC, Canada",Cambie Dental Centre,Dentist,"4088 Cambie St., Vancouver, BC V5Z 2X8, Canada",Vancouver,BC,V5Z 2X8,CA,+1 604-875-8383,http://www.cambiedentist.com/,https://www.google.com/maps/search/?api=1&query=Cambie%20Dental%20Centre&query_place_id=ChIJxW2wXPJzhlQRrMiO2okSO38,ChIJxW2wXPJzhlQRrMiO2okSO38,4.9,115,,info@cambiedentist.com,,,https://www.facebook.com/cambiedental,,,https://www.instagram.com/cambiedentalcentre/,,,,,,,,,,2,no,success
cb2930698314,2026-01-18T14:01:05.067392,"Dentist in Vancouver, BC, Canada",Atlantis Dental Cambie,Dentist,"2160 Cambie St., Vancouver, BC V5Z 4T1, Canada",Vancouver,BC,V5Z 4T1,CA,+1 604-565-1990,https://atlantisdentalcambie.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=Atlantis%20Dental%20Cambie&query_place_id=ChIJKZOaL9xzhlQRi3XEIgKLseI,ChIJKZOaL9xzhlQRi3XEIgKLseI,4.9,508,,cambie@atlantisdental.ca,,,https://www.facebook.com/Atlantis-Dental-Cambie-1249324178456722/,https://twitter.com/atlantis_cambie,,https://www.instagram.com/atlantisdentalclinics_,,,,,,,,,,5,no,success
60b0d87fb4c8,2026-01-18T14:01:05.067406,"Dentist in Vancouver, BC, Canada",Harbour Centre Dental,Dentist,"555 W Hastings St L19, Vancouver, BC V6B 4N4, Canada",Vancouver,BC,V6B 4N4,CA,+1 604-669-1195,https://www.harbourcentredental.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=Harbour%20Centre%20Dental&query_place_id=ChIJoyNyQnhxhlQRlLKJlcWTcww,ChIJoyNyQnhxhlQRlLKJlcWTcww,4.8,322,,info@harbourcentredental.com,,,https://www.facebook.com/HarbourCentreDental,,,https://www.instagram.com/harbourcentredental,,,,,,,,,,5,no,success
a0c2f30b84ea,2026-01-18T14:01:30.447098,"Dentist in Surrey, BC, Canada",City Centre Dental Clinic,Dentist,"10305 City Pkwy #102, Surrey, BC V3T 0M2, Canada",Surrey,BC,10305,CA,+1 604-930-1314,https://www.yulidental.com/home,https://www.google.com/maps/search/?api=1&query=City%20Centre%20Dental%20Clinic&query_place_id=ChIJC32bxNTZhVQRWJ6n0EyywDY,ChIJC32bxNTZhVQRWJ6n0EyywDY,3.9,41,,,,,,,,,,,,,,,,,,1,no,partial
90b7da626bf2,2026-01-18T14:01:30.447125,"Dentist in Surrey, BC, Canada",Surrey Central Dental Clinic,Dentist,"Gruv, 9655 King George Blvd, Surrey, BC V3T 0C7, Canada",Surrey,BC,V3T 0C7,CA,+1 604-584-9822,https://www.surreycentraldental.com/,https://www.google.com/maps/search/?api=1&query=Surrey%20Central%20Dental%20Clinic&query_place_id=ChIJzdtcSdnZhVQR7X_S40laU-E,ChIJzdtcSdnZhVQR7X_S40laU-E,4.9,191,,"filler@godaddy.com, info@surreycentraldental.com, jenniferchien16@gmail.com",,,,,,,,,,,,,,,,4,no,success
d8c21b8c91c3,2026-01-18T14:01:30.447138,"Dentist in Surrey, BC, Canada",Strive Dental Surrey,Dentist,"12837 88 Ave #101, Surrey, BC V3W 3K2, Canada",Surrey,BC,12837,CA,+1 604-990-2730,https://strivedental.ca/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-surrey,https://www.google.com/maps/search/?api=1&query=Strive%20Dental%20Surrey&query_place_id=ChIJ9_rzsPXZhVQRid_KVYtNiR4,ChIJ9_rzsPXZhVQRid_KVYtNiR4,4.6,291,,,,,https://www.facebook.com/strivedentalsurrey/,,,,,,,,,,,,,2,no,partial
